"Symbol","Scientific.Name","Common.Name","BPS_MODEL","SWOPAG","Blue.Book.Plant.Association","P.A.Blue.Book.PAG.Name","Plant.Association","PAG.Name"
"ISTE2","Isocoma tenuisecta","Burroweed","11210_15",NA,NA,NA,NA,NA
"ACACI","Acacia","Acacia","11210_15",NA,NA,NA,NA,NA
"OPUNT","Opuntia","Pricklypear","11210_15",NA,NA,NA,NA,NA
"BOER4","Bouteloua eriopoda","Black grama","11210_24",NA,NA,NA,NA,NA
"BOCU","Bouteloua curtipendula","Sideoats grama","11210_24",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11210_24",NA,NA,NA,NA,NA
"ARIST","Aristida","Threeawn","11210_24",NA,NA,NA,NA,NA
"GUSA2","Gutierrezia sarothrae","Broom snakeweed","11210_24",NA,NA,NA,NA,NA
"ISTE2","Isocoma tenuisecta","Burroweed","11210_24",NA,NA,NA,NA,NA
"CAER","Calliandra eriophylla","Fairyduster","11210_24",NA,NA,NA,NA,NA
"ACACI","Acacia","Acacia","11210_24",NA,NA,NA,NA,NA
"BOER4","Bouteloua eriopoda","Black grama","11210_25",NA,NA,NA,NA,NA
"PLMU3","Pleuraphis mutica","Tobosagrass","11210_25",NA,NA,NA,NA,NA
"MUPO2","Muhlenbergia porteri","Bush muhly","11210_25",NA,NA,NA,NA,NA
"SPAI","Sporobolus airoides","Alkali sacaton","11210_25",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11210_25",NA,NA,NA,NA,NA
"LATR2","Larrea tridentata","Creosote bush","11210_25",NA,NA,NA,NA,NA
"PRGL2","Prosopis glandulosa","Honey mesquite","11210_25",NA,NA,NA,NA,NA
"RHUS","Rhus","Sumac","11210_25",NA,NA,NA,NA,NA
"BOER4","Bouteloua eriopoda","Black grama","11210_26",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11210_26",NA,NA,NA,NA,NA
"BOCU","Bouteloua curtipendula","Sideoats grama","11210_26",NA,NA,NA,NA,NA
"BORA4","Bouteloua ramosa","Chino grama","11210_26",NA,NA,NA,NA,NA
"MUPO2","Muhlenbergia porteri","Bush muhly","11210_26",NA,NA,NA,NA,NA
"LATR2","Larrea tridentata","Creosote bush","11210_26",NA,NA,NA,NA,NA
"DALE2","Dasylirion leiophyllum","Green sotol","11210_26",NA,NA,NA,NA,NA
"BOER4","Bouteloua eriopoda","Black grama","11210_27",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11210_27",NA,NA,NA,NA,NA
"BOCU","Bouteloua curtipendula","Sideoats grama","11210_27",NA,NA,NA,NA,NA
"BORA4","Bouteloua ramosa","Chino grama","11210_27",NA,NA,NA,NA,NA
"MUPO2","Muhlenbergia porteri","Bush muhly","11210_27",NA,NA,NA,NA,NA
"LATR2","Larrea tridentata","Creosote bush","11210_27",NA,NA,NA,NA,NA
"DALE2","Dasylirion leiophyllum","Green sotol","11210_27",NA,NA,NA,NA,NA
"BOER4","Bouteloua eriopoda","Black grama","11220_25",NA,NA,NA,NA,NA
"SPAI","Sporobolus airoides","Alkali sacaton","11220_25",NA,NA,NA,NA,NA
"BOBR","Bouteloua breviseta","Gypsum grama","11220_25",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11220_25",NA,NA,NA,NA,NA
"SPNE","Sporobolus nealleyi","Gyp dropseed","11220_25",NA,NA,NA,NA,NA
"ATOB","Atriplex obovata","Mound saltbush","11220_25",NA,NA,NA,NA,NA
"FOSP2","Fouquieria splendens","Ocotillo","11220_25",NA,NA,NA,NA,NA
"BOER4","Bouteloua eriopoda","Black grama","11220_26",NA,NA,NA,NA,NA
"SPAI","Sporobolus airoides","Alkali sacaton","11220_26",NA,NA,NA,NA,NA
"BOBR","Bouteloua breviseta","Gypsum grama","11220_26",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11220_26",NA,NA,NA,NA,NA
"SPNE","Sporobolus nealleyi","Gyp dropseed","11220_26",NA,NA,NA,NA,NA
"ATOB","Atriplex obovata","Mound saltbush","11220_26",NA,NA,NA,NA,NA
"FOSP2","Fouquieria splendens","Ocotillo","11220_26",NA,NA,NA,NA,NA
"BOBR","Bouteloua breviseta","Gypsum grama","11220_27",NA,NA,NA,NA,NA
"MUPU2","Muhlenbergia pungens","Sandhill muhly","11220_27",NA,NA,NA,NA,NA
"SPNE","Sporobolus nealleyi","Gyp dropseed","11220_27",NA,NA,NA,NA,NA
"EPTO","Ephedra torreyana","Torrey's jointfir","11220_27",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11220_27",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11230_1_7_8_9",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg bluegrass","11230_1_7_8_9",NA,NA,NA,NA,NA
"ACTH7","Achnatherum thurberianum","Thurber's needlegrass","11230_1_7_8_9",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11230_1_7_8_9",NA,NA,NA,NA,NA
"LETR5","Leymus triticoides","Beardless wildrye","11230_10_18",NA,NA,NA,NA,NA
"MURI","Muhlenbergia richardsonis","Mat muhly","11230_10_18",NA,NA,NA,NA,NA
"ARCAV2","Artemisia cana ssp. viscidula","Silver sagebrush","11230_10_18",NA,NA,NA,NA,NA
"ELTR7","Elymus trachycaulus","Slender wheatgrass","11230_10_18",NA,NA,NA,NA,NA
"ARAR8","Artemisia arbuscula","Little sagebrush","11240_1_7_8_9",NA,NA,NA,NA,NA
"ARNO4","Artemisia nova","Black sagebrush","11240_1_7_8_9",NA,NA,NA,NA,NA
"ARPY2","Artemisia pygmaea","Pygmy sagebrush","11240_1_7_8_9",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg bluegrass","11240_1_7_8_9",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11240_1_7_8_9",NA,NA,NA,NA,NA
"","","","11240_1_7_8_9",NA,NA,NA,NA,NA
"","","","11240_1_7_8_9",NA,NA,NA,NA,NA
"","","","11240_1_7_8_9",NA,NA,NA,NA,NA
"ARAR8","Artemisia arbuscula","Little sagebrush","11240_10_12_17_18_19_21",NA,NA,NA,NA,NA
"ARARL","Artemisia arbuscula ssp. longiloba","Little sagebrush","11240_10_12_17_18_19_21",NA,NA,NA,NA,NA
"ACTH7","Achnatherum thurberianum","Thurber's needlegrass","11240_10_12_17_18_19_21",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11240_10_12_17_18_19_21",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11240_10_12_17_18_19_21",NA,NA,NA,NA,NA
"CHVI8","Chrysothamnus viscidiflorus","Yellow rabbitbrush","11240_10_12_17_18_19_21",NA,NA,NA,NA,NA
"ARTRW8","Artemisia tridentata ssp. wyomingensis","Wyoming big sagebrush","11250_1_7_8_9_10_19",NA,NA,NA,NA,NA
"ARTRT","Artemisia tridentata ssp. tridentata","Basin big sagebrush","11250_1_7_8_9_10_19",NA,NA,NA,NA,NA
"PUTR2","Purshia tridentata","Antelope bitterbrush","11250_1_7_8_9_10_19",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11250_1_7_8_9_10_19",NA,NA,NA,NA,NA
"ACTH7","Achnatherum thurberianum","Thurber's needlegrass","11250_1_7_8_9_10_19",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg bluegrass","11250_1_7_8_9_10_19",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11250_1_7_8_9_10_19",NA,NA,NA,NA,NA
"ELTR7","Elymus trachycaulus","Slender wheatgrass","11250_1_7_8_9_10_19",NA,NA,NA,NA,NA
"ARTRW8","Artemisia tridentata ssp. wyomingensis","Wyoming big sagebrush","11250_20_29_30_31_33",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11250_20_29_30_31_33",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11250_20_29_30_31_33",NA,NA,NA,NA,NA
"CHRYS9","Chrysothamnus","Rabbitbrush","11250_20_29_30_31_33",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11250_20_29_30_31_33",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11250_20_29_30_31_33",NA,NA,NA,NA,NA
"NAVI4","Nassella viridula","Green needlegrass","11250_20_29_30_31_33",NA,NA,NA,NA,NA
"CAFI","Carex filifolia","Threadleaf sedge","11250_20_29_30_31_33",NA,NA,NA,NA,NA
"ARTRW8","Artemisia tridentata ssp. Wyomingensis","Wyoming big sagebrush","11250_6_12_13_15_16_17_18_23_24_25_28",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11250_6_12_13_15_16_17_18_23_24_25_28",NA,NA,NA,NA,NA
"ACTH7","Achnatherum thurberianum","Thurber’s needlegrass","11250_6_12_13_15_16_17_18_23_24_25_28",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg Bluegrass","11250_6_12_13_15_16_17_18_23_24_25_28",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11260_1_7_8_9_10_19",NA,NA,NA,NA,NA
"PUTR2","Purshia tridentata","Antelope bitterbrush","11260_1_7_8_9_10_19",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11260_1_7_8_9_10_19",NA,NA,NA,NA,NA
"FECA4","Festuca campestris","Rough fescue","11260_1_7_8_9_10_19",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11260_1_7_8_9_10_19",NA,NA,NA,NA,NA
"ACNE9","Achnatherum nelsonii","Columbia needlegrass","11260_1_7_8_9_10_19",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg bluegrass","11260_1_7_8_9_10_19",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11260_13",NA,NA,NA,NA,NA
"PUTR2","Purshia tridentata","Antelope bitterbrush","11260_13",NA,NA,NA,NA,NA
"SYOR2","Symphoricarpos oreophilus","Mountain snowberry","11260_13",NA,NA,NA,NA,NA
"POFE","Poa fendleriana","Muttongrass","11260_13",NA,NA,NA,NA,NA
"BRMA4","Bromus marginatus","Mountain brome","11260_13",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11260_20_29_33",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11260_20_29_33",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11260_20_29_33",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg bluegrass","11260_20_29_33",NA,NA,NA,NA,NA
"SYOR2","Symphoricarpos oreophilus","Mountain snowberry","11260_20_29_33",NA,NA,NA,NA,NA
"BAIN","Balsamorhiza incana","Hoary balsamroot","11260_20_29_33",NA,NA,NA,NA,NA
"BASA3","Balsamorhiza sagittata","Arrowleaf balsamroot","11260_20_29_33",NA,NA,NA,NA,NA
"GEVI2","Geranium viscosissimum","Sticky purple geranium","11260_20_29_33",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11260_21",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11260_21",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11260_21",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg bluegrass","11260_21",NA,NA,NA,NA,NA
"SYOR2","Symphoricarpos oreophilus","mountain snowberry","11260_21",NA,NA,NA,NA,NA
"BASA","Baccharis salicina","Great plains false willow","11260_21",NA,NA,NA,NA,NA
"","","","11260_21",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11260_22",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11260_22",NA,NA,NA,NA,NA
"POA","Poa","Bluegrass","11260_22",NA,NA,NA,NA,NA
"HECO6","Hemitomes congestum","Coneplant","11260_22",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11260_6_12_17_18_28",NA,NA,NA,NA,NA
"PUTR2","Purshia tridentata","Antelope bitterbrush","11260_6_12_17_18_28",NA,NA,NA,NA,NA
"SYOR2","Symphoricarpos oreophilus","Mountain snowberry","11260_6_12_17_18_28",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11261_16_23_24",NA,NA,NA,NA,NA
"PUTR2","Purshia tridentata","Antelope bitterbrush","11261_16_23_24",NA,NA,NA,NA,NA
"SYOR2","Symphoricarpos oreophilus","Mountain snowberry","11261_16_23_24",NA,NA,NA,NA,NA
"ARAR8","Artemisia arbuscula","Little sagebrush","11262_16_23",NA,NA,NA,NA,NA
"ARNO4","Artemisia nova","Black sagebrush","11262_16_23",NA,NA,NA,NA,NA
"ARCA13","Artemisia cana","Silver sagebrush","11262_16_23",NA,NA,NA,NA,NA
"ACTH7","Achnatherum thurberianum","Thurber's needlegrass","11262_16_23",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11262_16_23",NA,NA,NA,NA,NA
"GRSP","Grayia spinosa","Spiny hopsage","11270_10_12_13_17_18",NA,NA,NA,NA,NA
"TETRA3","Tetradymia","Horsebrush","11270_10_12_13_17_18",NA,NA,NA,NA,NA
"ARTRW8","Artemisia tridentata ssp. wyomingensis","Wyoming big sagebrush","11270_10_12_13_17_18",NA,NA,NA,NA,NA
"ATCO","Atriplex confertifolia","Shadscale saltbush","11270_10_12_13_17_18",NA,NA,NA,NA,NA
"GRSP","Grayia spinosa","Spiny hopsage","11270_14",NA,NA,NA,NA,NA
"TETRA3","Tetradymia","Horsebrush","11270_14",NA,NA,NA,NA,NA
"ARTRW8","Artemisia tridentata ssp. wyomingensis","Wyoming big sagebrush","11270_14",NA,NA,NA,NA,NA
"ATCO","Atriplex confertifolia","Shadscale saltbush","11270_14",NA,NA,NA,NA,NA
"ARTRT","Artemisia tridentata ssp. tridentata","Basin big sagebrush","11270_15",NA,NA,NA,NA,NA
"ARTRW8","Artemisia tridentata ssp. wyomingensis","Wyoming big sagebrush","11270_15",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11270_15",NA,NA,NA,NA,NA
"ACHY","Achnatherum hymenoides","Indian ricegrass","11270_15",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11270_15",NA,NA,NA,NA,NA
"ARTRT","Artemisia tridentata ssp. tridentate","Basin big sagebrush","11270_16_23_24_25",NA,NA,NA,NA,NA
"ARTRW8","Artemisia tridentata ssp. Wyomingensis","Wyoming big sagebrush","11270_16_23_24_25",NA,NA,NA,NA,NA
"ARFI2","Artemisia filifolia","Sand sagebrush","11270_16_23_24_25",NA,NA,NA,NA,NA
"EPHED","Ephedra","Jointfir","11270_16_23_24_25",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11270_16_23_24_25",NA,NA,NA,NA,NA
"ACHY","Achnatherum hymenoides","Indian ricegrass","11270_16_23_24_25",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11270_16_23_24_25",NA,NA,NA,NA,NA
"GRSP","Grayia spinosa","Spiny hopsage","11270_21",NA,NA,NA,NA,NA
"TETRA3","Tetradymia","Horsebrush","11270_21",NA,NA,NA,NA,NA
"ARTR2","Artemisia tridentata","Big sagebrush","11270_21",NA,NA,NA,NA,NA
"ATCO","Atriplex confertifolia","Shadscale saltbush","11270_21",NA,NA,NA,NA,NA
"ATCO","Atriplex confertifolia","Shadscale saltbush","11270_22",NA,NA,NA,NA,NA
"PIDE4","Picrothamnus desertorum","Bud sagebrush","11270_22",NA,NA,NA,NA,NA
"KRLA2","Krascheninnikovia lanata","Winterfat","11270_22",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11270_22",NA,NA,NA,NA,NA
"TETRA3","Tetradymia","Horsebrush","11270_22",NA,NA,NA,NA,NA
"CHVI8","Chrysothamnus viscidiflorus","Yellow rabbitbrush","11270_22",NA,NA,NA,NA,NA
"GUSA2","Gutierrezia sarothrae","Broom snakeweed","11270_22",NA,NA,NA,NA,NA
"GRSP","Grayia spinosa","Spiny hopsage","11270_22",NA,NA,NA,NA,NA
"ARTRT","Artemisia tridentata ssp. tridentata","Basin big sagebrush","11270_28",NA,NA,NA,NA,NA
"ARTRW8","Artemisia tridentata ssp. wyomingensis","Wyoming big sagebrush","11270_28",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11270_28",NA,NA,NA,NA,NA
"ACHY","Achnatherum hymenoides","Indian ricegrass","11270_28",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11270_28",NA,NA,NA,NA,NA
"GRSP","Grayia spinosa","Spiny hopsage","11270_7_8_9",NA,NA,NA,NA,NA
"TETRA3","Tetradymia","Horsebrush","11270_7_8_9",NA,NA,NA,NA,NA
"ARTRW8","Artemisia tridentata ssp. wyomingensis","Wyoming big sagebrush","11270_7_8_9",NA,NA,NA,NA,NA
"ATCO","Atriplex confertifolia","Shadscale saltbush","11270_7_8_9",NA,NA,NA,NA,NA
"BAPI","Baccharis pilularis","Coyotebrush","11280_2_3_4",NA,NA,NA,NA,NA
"ERST9","Eriophyllum stoechadifolium","Seaside woolly sunflower","11280_2_3_4",NA,NA,NA,NA,NA
"FRCA12","Frangula californica","California buckthorn","11280_2_3_4",NA,NA,NA,NA,NA
"TODI","Toxicodendron diversilobum","Pacific poison oak","11280_2_3_4",NA,NA,NA,NA,NA
"RUUR","Rubus ursinus","California blackberry","11280_2_3_4",NA,NA,NA,NA,NA
"RUPA","Rubus parviflorus","Thimbleberry","11280_2_3_4",NA,NA,NA,NA,NA
"CETH","Ceanothus thyrsiflorus","Blueblossom","11280_2_3_4",NA,NA,NA,NA,NA
"NAPU4","Nassella pulchra","Purple needlegrass","11290_4_5",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg bluegrass","11290_4_5",NA,NA,NA,NA,NA
"VUMI","Vulpia microstachys","Small fescue","11290_4_5",NA,NA,NA,NA,NA
"NACE","Nassella cernua","Nodding tussockgrass","11290_4_5",NA,NA,NA,NA,NA
"CAOP2","Calamagrostis ophitidis","Serpentine reedgrass","11300_3_4",NA,NA,NA,NA,NA
"ESCA2","Eschscholzia californica","California poppy","11300_3_4",NA,NA,NA,NA,NA
"VUMIC","Vulpia microstachys var. ciliata","Eastwood fescue","11300_3_4",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg bluegrass","11300_3_4",NA,NA,NA,NA,NA
"NACE","Nassella cernua","Nodding tussockgrass","11300_3_4",NA,NA,NA,NA,NA
"NAPU4","Nassella pulchra","Purple tussockgrass","11300_3_4",NA,NA,NA,NA,NA
"CANU","Calamagrostis nutkaensis","Pacific reedgrass","11310_2_3_4",NA,NA,NA,NA,NA
"DACA3","Danthonia californica","California oatgrass","11310_2_3_4",NA,NA,NA,NA,NA
"DECA","Delphinium californicum","larkspur","11310_2_3_4",NA,NA,NA,NA,NA
"FERU","Fendlera rupicola","Cliff fendlerbush","11310_2_3_4",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11310_2_3_4",NA,NA,NA,NA,NA
"HOBR2","Hordeum brachyantherum","Meadow barley","11310_2_3_4",NA,NA,NA,NA,NA
"SAAR","Sabatia arenicola","Sand rose gentian","11310_2_3_4",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11320_31_38",NA,NA,NA,NA,NA
"NAVI4","Nassella viridula","Green needlegrass","11320_31_38",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11320_31_38",NA,NA,NA,NA,NA
"CAFI","Carex filifolia","Threadleaf sedge","11320_31_38",NA,NA,NA,NA,NA
"KOMA","Koeleria macrantha","Prairie junegrass","11320_31_38",NA,NA,NA,NA,NA
"ANGE","Andropogon gerardii","Big bluestem","11320_31_38",NA,NA,NA,NA,NA
"SCSC","Schizachyrium scoparium","Little bluestem","11320_31_38",NA,NA,NA,NA,NA
"BOCU","Bouteloua curtipendula","Sideoats grama","11320_31_38",NA,NA,NA,NA,NA
"BOBA3","Bothriochloa barbinodis","Cane bluestem","11320_32_34_35",NA,NA,NA,NA,NA
"SCSC","Schizachyrium scoparium","Little bluestem","11320_32_34_35",NA,NA,NA,NA,NA
"NALE3","Nassella leucotricha","Texas tussockgrass","11320_32_34_35",NA,NA,NA,NA,NA
"ERIN","Eragrostis intermedia","Plains lovegrass","11320_32_34_35",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11320_32_34_35",NA,NA,NA,NA,NA
"BOCU","Bouteloua curtipendula","Sideoats grama","11320_32_34_35",NA,NA,NA,NA,NA
"SONU2","Sorghastrum nutans","Indiangrass","11320_32_34_35",NA,NA,NA,NA,NA
"PRGL2","Prosopis glandulosa","Honey mesquite","11320_32_34_35",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11320_33",NA,NA,NA,NA,NA
"SCSC","Schizachyrium scoparium","Little bluestem","11320_33",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11320_33",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11320_33",NA,NA,NA,NA,NA
"BOCU","Bouteloua curtipendula","Sideoats grama","11320_33",NA,NA,NA,NA,NA
"SONU2","Sorghastrum nutans","Indiangrass","11320_33",NA,NA,NA,NA,NA
"PAVI2","Panicum virgatum","Switchgrass","11320_33",NA,NA,NA,NA,NA
"BOER4","Bouteloua eriopoda","Black grama","11330_25",NA,NA,NA,NA,NA
"SPFL2","Sporobolus flexuosus","Mesa dropseed","11330_25",NA,NA,NA,NA,NA
"PRGL2","Prosopis glandulosa","Honey mesquite","11330_25",NA,NA,NA,NA,NA
"GUSA2","Gutierrezia sarothrae","Broom snakeweed","11330_25",NA,NA,NA,NA,NA
"ARIST","Aristida","Threeawn","11330_25",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11340_10",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg bluegrass","11340_10",NA,NA,NA,NA,NA
"SPCR","Sporobolus cryptandrus","Sand dropseed","11340_10",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11340_10",NA,NA,NA,NA,NA
"ARPUL","Aristida purpurea","Fendler threeawn","11340_10",NA,NA,NA,NA,NA
"ARRI2","Artemisia rigida","Scabland sagebrush","11340_10",NA,NA,NA,NA,NA
"CELAR","Celtis laevigate","Netleaf hackberry","11340_10",NA,NA,NA,NA,NA
"PSSP","Psilostrophe sparsiflora","Greenstem paperflower","11340_8_9",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg bluegrass","11340_8_9",NA,NA,NA,NA,NA
"BASA3","Balsamorhiza sagittata","Arrowleaf balsamroot","11340_8_9",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11340_8_9",NA,NA,NA,NA,NA
"KOMA","Koeleria macrantha","Prairie junegrass","11340_8_9",NA,NA,NA,NA,NA
"ACHY","Achnatherum hymenoides","Indian ricegrass","11350_13_14",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11350_13_14",NA,NA,NA,NA,NA
"PLJA","Pleuraphis jamesii","James' galleta","11350_13_14",NA,NA,NA,NA,NA
"ARTR2","Artemisia tridentata","Big sagebrush","11350_13_14",NA,NA,NA,NA,NA
"GRSP","Grayia spinosa","Spiny hopsage","11350_13_14",NA,NA,NA,NA,NA
"PLRI","Pleopeltis riograndensis","Rio grande scaly polypody","11350_13_14",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11350_15_28",NA,NA,NA,NA,NA
"ACHY","Achnatherum hymenoides","Indian ricegrass","11350_15_28",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11350_15_28",NA,NA,NA,NA,NA
"PLEUR12","Pleuraphis","Galleta grass","11350_15_28",NA,NA,NA,NA,NA
"ARIST","Aristida","Threeawn","11350_15_28",NA,NA,NA,NA,NA
"MUHLE","Muhlenbergia","Muhly","11350_15_28",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11350_16_23_24",NA,NA,NA,NA,NA
"ACHY","Achnatherum hymenoides","Indian ricegrass","11350_16_23_24",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11350_16_23_24",NA,NA,NA,NA,NA
"PLEUR12","Pleuraphis","Galleta grass","11350_16_23_24",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11350_22",NA,NA,NA,NA,NA
"ACHY","Achnatherum hymenoides","Indian ricegrass","11350_22",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11350_22",NA,NA,NA,NA,NA
"ARIST","Aristida","Threeawn","11350_22",NA,NA,NA,NA,NA
"MUHLE","Muhlenbergia","Muhly","11350_22",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11350_25",NA,NA,NA,NA,NA
"ACHY","Achnatherum hymenoides","Indian ricegrass","11350_25",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11350_25",NA,NA,NA,NA,NA
"PLEUR12","Pleuraphis","Galleta grass","11350_25",NA,NA,NA,NA,NA
"ARIST","Aristida","Threeawn","11350_25",NA,NA,NA,NA,NA
"MUHLE","Muhlenbergia","Muhly","11350_25",NA,NA,NA,NA,NA
"ACHY","Achnatherum hymenoides","Indian ricegrass","11350_7_8_9_10_12_17_18",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11350_7_8_9_10_12_17_18",NA,NA,NA,NA,NA
"LECI4","Leymus cinereus","Basin wildrye","11350_7_8_9_10_12_17_18",NA,NA,NA,NA,NA
"ARTR2","Artemisia tridentata","Big sagebrush","11350_7_8_9_10_12_17_18",NA,NA,NA,NA,NA
"GRSP","Grayia spinosa","Spiny hopsage","11350_7_8_9_10_12_17_18",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11350_7_8_9_10_12_17_18",NA,NA,NA,NA,NA
"PHDI3","Phlox diffusa","Spreading phlox","11360_6",NA,NA,NA,NA,NA
"PHCO12","Phlox covillei","Coville’s phlox","11360_6",NA,NA,NA,NA,NA
"ERPY","Erigeron pygmaeus","Pygmy fleabane","11360_6",NA,NA,NA,NA,NA
"PONE4","Podistera nevadensis","Nevada podistera","11360_6",NA,NA,NA,NA,NA
"CACO12","Carex congdonii","Congdon’s sedge","11360_6",NA,NA,NA,NA,NA
"CAPU","Calamagrostis purpurascens","Purple reedgrass","11360_6",NA,NA,NA,NA,NA
"ERIN9","Eriogonum incanum","Frosted buckwheat","11360_6",NA,NA,NA,NA,NA
"RAMU3","Raillardiopsis muirii","Muir’s raillardiopsis","11360_6",NA,NA,NA,NA,NA
"ACMIO","Achillea millefolium var. occidentalis","Western yarrow","11370_3_6",NA,NA,NA,NA,NA
"ARRO4","Artemisia rothrockii","Timberline sagebrush","11370_3_6",NA,NA,NA,NA,NA
